hours_studied,attendance,homework_completion,previous_scores,sleep_duration,passed
38.21,77.68,77.8,84.95,8.6,1
18.98,75.75,98.93,50.59,4.2,0
27.71,52.36,27.75,78.37,5.53,0
14.11,68.71,73.77,97.36,7.74,1
39.84,69.68,15.74,50.97,5.21,0
26.69,66.18,71.14,49.86,6.33,0
8.64,94.46,26.78,66.77,7.85,0
4.83,69.79,88.34,97.53,6.88,1
37.78,60.55,14.29,66.7,7.67,0
37.85,89.25,52.82,52.58,7.31,1
25.23,90.63,69.08,41.7,8.67,1
1.66,67.27,14.49,61.8,7.95,0
9.8,91.07,72.3,84.18,9.19,0
32.25,85.28,89.82,57.24,6.12,1
35.14,55.5,73.48,67.0,6.95,1
18.71,68.41,33.96,51.13,4.46,0
15.26,92.6,28.79,82.33,4.59,0
11.69,68.65,1.02,66.41,7.02,0
5.56,93.25,69.99,45.59,6.64,1
5.51,72.27,97.28,59.87,9.53,1
38.15,78.23,85.2,83.39,6.07,1
32.54,69.47,11.54,80.17,6.53,1
7.43,80.67,84.18,85.81,5.85,1
9.07,76.2,60.66,94.47,9.12,1
26.57,92.13,9.37,71.2,6.61,1
30.82,98.37,65.93,48.27,7.98,1
32.6,64.46,6.62,69.32,4.07,0
7.37,57.71,2.74,40.25,9.91,0
39.38,66.38,73.04,72.29,8.41,1
9.88,85.62,81.84,95.45,5.81,1
23.99,60.54,35.82,99.0,7.78,0
23.92,66.1,12.21,98.44,7.9,1
38.73,96.75,43.3,53.1,4.91,1
26.65,87.67,56.93,81.0,4.18,1
23.81,97.68,55.46,57.74,9.61,1
21.23,54.33,71.03,57.74,9.02,0
30.82,74.37,85.0,63.97,9.07,1
5.14,95.23,97.5,79.34,7.5,1
1.08,71.97,47.26,48.32,8.56,0
38.15,84.47,30.29,75.0,4.5,1
20.45,58.51,31.66,90.94,4.66,0
13.81,62.34,21.03,78.12,9.72,0
15.35,71.18,64.26,70.58,9.27,0
32.35,65.69,42.59,58.1,8.58,0
15.91,82.19,67.19,50.57,8.39,1
31.04,91.32,21.09,49.34,5.29,1
18.18,67.9,62.78,65.03,6.5,0
33.92,88.16,88.52,81.68,7.12,1
3.97,64.01,84.66,65.98,8.1,0
19.76,70.15,97.81,79.48,5.38,1
19.21,51.78,47.86,98.62,5.57,0
11.31,57.23,14.25,96.85,5.78,0
37.8,55.62,25.7,59.14,7.58,0
36.3,78.85,81.4,66.17,6.61,1
18.3,81.38,43.51,47.29,6.24,0
4.79,52.77,71.04,61.85,7.25,0
9.06,77.93,69.24,87.71,7.63,1
11.59,87.66,67.82,90.66,6.42,1
19.88,75.21,2.88,43.29,9.12,0
14.2,73.08,67.69,72.63,8.59,0
31.19,81.71,62.09,82.02,9.29,1
19.57,69.12,28.17,77.8,9.42,0
34.94,80.38,2.18,81.56,9.05,1
39.84,96.23,39.13,98.66,6.08,1
9.57,92.74,53.87,46.78,4.17,0
24.86,86.89,74.6,83.18,4.38,1
34.05,93.68,85.09,90.3,5.94,1
37.86,64.99,93.01,88.31,4.23,1
12.31,87.52,22.36,75.79,7.07,0
29.35,64.58,21.6,84.61,4.5,0
1.59,75.82,45.73,49.19,5.81,0
35.29,74.39,30.96,77.56,9.24,0
3.49,52.37,11.1,63.76,5.52,0
29.6,78.52,96.73,82.97,6.41,1
39.79,75.25,68.63,89.78,9.24,1
20.55,75.96,73.05,69.75,8.42,1
9.16,51.59,78.01,42.05,9.42,0
24.19,68.71,10.43,62.05,9.25,0
25.34,71.16,88.59,71.66,4.97,1
27.05,86.82,65.15,44.38,7.11,1
7.73,86.72,21.18,45.69,9.84,0
36.05,69.08,45.87,53.59,4.61,1
25.22,70.18,31.44,91.55,5.44,0
2.7,85.54,93.48,77.98,6.96,1
27.68,70.98,49.06,84.03,4.01,1
8.65,80.33,91.3,86.39,6.11,1
2.07,63.37,31.04,79.3,5.48,0
22.49,52.69,89.43,76.12,6.35,0
32.72,84.71,73.89,72.36,5.86,1
34.54,83.44,92.53,85.45,9.77,1
5.04,54.17,23.3,75.84,7.66,0
26.86,51.22,32.78,69.79,7.44,0
28.69,50.12,90.4,85.36,6.0,1
12.49,56.49,1.28,55.37,8.63,0
38.88,60.6,12.5,41.68,9.86,0
11.87,92.85,4.61,93.63,7.51,0
3.73,71.67,79.5,98.18,7.11,0
21.25,82.61,97.33,81.07,6.15,1
28.08,98.49,71.85,87.38,7.72,1
10.54,72.1,92.09,42.49,7.61,0
14.2,89.95,92.32,49.04,6.87,1
22.98,69.31,69.58,92.41,7.16,1
35.58,87.07,61.1,65.45,6.33,1
30.15,63.2,36.22,41.91,7.63,0
9.17,94.39,49.03,51.2,8.15,1
10.82,52.61,51.51,74.12,9.42,0
21.43,72.62,94.84,71.1,6.4,1
30.99,99.43,2.79,53.83,5.81,1
25.13,57.19,89.11,98.38,9.49,1
20.55,55.06,15.56,85.03,5.98,0
24.29,66.59,70.84,82.59,9.49,0
30.49,56.8,55.76,76.22,7.75,0
21.95,83.89,3.0,86.31,8.8,1
36.01,80.72,8.87,47.25,8.99,0
37.94,76.31,17.99,94.49,5.76,1
36.7,98.51,35.22,88.24,6.62,1
30.43,65.8,2.67,96.54,5.44,1
10.61,72.2,38.0,46.04,9.09,0
16.03,73.17,4.71,40.26,9.23,0
11.92,85.25,75.58,87.21,7.05,1
26.65,61.37,82.53,99.14,7.76,1
13.64,87.78,55.53,84.25,8.38,1
30.42,59.27,17.31,95.81,9.36,0
5.43,98.85,69.28,66.16,4.71,1
31.24,97.62,12.37,53.05,5.42,0
23.85,69.98,95.64,94.25,8.73,1
33.58,93.99,16.17,40.23,5.46,1
17.8,69.72,66.8,74.86,9.14,0
25.37,77.06,74.39,81.29,5.64,1
22.62,87.38,56.26,42.89,7.13,1
39.05,87.93,5.67,94.75,8.7,1
30.46,94.29,84.98,94.93,4.79,1
22.25,73.09,79.49,97.43,5.01,1
7.79,79.69,70.42,88.91,5.55,0
36.26,78.49,16.98,67.82,4.35,0
9.03,75.28,13.21,72.61,5.19,0
26.35,84.73,62.29,86.0,4.98,1
37.52,62.98,14.22,70.73,5.21,0
9.72,53.26,78.99,76.39,8.12,0
9.81,75.93,34.01,90.86,4.2,0
34.22,71.42,14.13,46.79,9.31,0
33.28,76.36,28.86,94.61,5.09,1
14.72,80.65,22.03,54.88,8.24,0
11.34,68.25,37.49,41.41,6.09,0
5.97,65.35,64.3,41.46,7.03,0
39.53,83.79,70.88,93.48,8.05,1
33.58,70.02,84.89,83.27,7.48,1
36.08,91.66,58.18,92.45,5.76,1
21.03,88.11,56.23,71.64,4.6,1
5.46,95.07,18.2,74.04,8.42,0
3.05,54.81,8.65,48.55,7.4,0
13.89,58.04,94.1,97.13,5.64,1
36.89,80.39,29.8,62.82,7.76,1
37.96,85.42,30.64,72.44,8.97,1
33.81,60.55,98.08,59.64,6.98,1
7.19,51.21,1.03,54.1,7.24,0
17.38,93.08,92.49,71.32,8.52,1
10.6,88.91,13.21,70.86,8.46,1
9.01,96.06,52.17,98.83,4.4,1
27.71,64.48,7.36,72.78,4.02,0
19.96,75.49,2.88,87.68,7.59,1
13.67,86.34,56.93,87.87,9.15,0
4.91,81.29,48.9,78.86,8.96,0
22.25,50.62,24.82,56.44,9.92,0
14.53,75.49,56.85,91.89,4.29,1
16.25,99.09,79.38,74.59,5.27,1
13.11,61.62,67.64,94.54,5.26,0
16.1,72.8,26.71,43.07,6.3,0
22.68,90.38,61.3,43.91,7.92,1
1.55,63.31,25.07,86.57,8.62,0
34.06,70.33,54.05,47.32,6.02,0
36.95,84.52,42.96,63.26,5.84,1
22.47,72.49,49.38,53.46,5.06,0
11.45,97.7,53.7,69.47,5.18,1
39.62,92.51,29.49,50.7,7.02,1
15.94,64.5,46.15,92.96,6.97,0
28.05,50.03,86.6,96.49,7.06,1
27.91,76.81,87.84,74.76,8.02,1
17.94,92.66,13.11,51.7,7.69,1
8.77,95.46,67.22,82.1,5.92,1
38.7,56.1,56.25,85.02,4.53,1
3.48,94.57,68.51,61.16,5.46,0
19.92,74.88,20.31,61.7,5.54,0
9.61,98.96,54.81,65.84,5.61,0
12.46,90.09,83.15,43.08,8.71,0
33.31,58.33,73.96,63.8,4.72,1
15.32,76.35,96.33,56.11,4.32,0
4.25,94.06,85.01,56.1,7.12,1
8.66,90.67,78.51,48.48,5.62,0
34.55,98.41,80.21,66.83,9.55,1
39.1,91.71,39.47,65.35,8.36,1
11.45,99.56,40.39,50.31,9.92,0
27.34,76.23,19.56,56.97,9.87,0
4.17,79.81,89.49,43.71,7.21,0
29.22,53.49,55.62,60.0,6.83,1
17.24,69.7,98.61,53.68,5.54,0
36.81,65.78,7.01,71.1,8.32,1
13.15,95.85,81.52,54.3,9.56,1
37.72,66.56,2.5,67.83,8.7,0
20.63,94.31,69.1,89.14,6.46,1
14.61,61.96,27.38,80.77,4.95,0
26.23,79.1,88.3,66.62,7.89,1
10.74,76.73,45.4,45.44,8.42,0
9.96,54.92,54.96,40.8,7.77,0
8.66,65.86,61.32,82.7,4.48,0
38.44,99.29,84.1,53.13,7.07,1
20.22,79.72,82.55,91.93,8.67,1
30.31,91.33,78.21,44.87,6.43,1
19.49,85.97,79.89,73.22,5.61,1
23.91,95.02,61.56,68.98,5.85,1
23.78,67.22,10.5,86.29,5.39,0
39.22,61.05,18.18,93.6,9.14,1
27.07,53.58,68.74,60.44,7.56,1
10.35,92.09,19.32,42.24,8.63,0
1.59,76.14,47.62,51.01,4.93,0
9.53,85.96,5.96,48.56,6.67,0
18.77,53.2,6.06,45.55,9.3,0
16.34,92.33,6.08,56.72,6.46,0
32.68,79.13,16.82,74.75,6.16,1
31.64,55.89,49.35,65.46,4.79,0
4.47,74.92,41.35,91.67,7.75,1
38.13,79.86,76.62,68.18,6.53,1
21.57,67.04,44.37,57.26,6.64,1
24.26,85.56,60.57,96.68,6.68,1
16.8,79.07,24.63,41.16,7.41,0
26.33,92.02,86.68,78.8,8.37,0
34.98,93.17,56.45,49.42,7.45,1
27.28,53.11,85.68,70.11,4.04,0
38.83,82.32,24.94,95.38,4.51,1
28.34,86.13,98.92,51.64,8.61,1
33.05,57.13,26.0,58.52,8.75,0
2.76,94.17,65.42,60.74,5.41,0
27.24,92.82,16.1,97.01,6.01,0
26.54,56.97,5.03,78.21,7.24,0
4.97,94.16,63.04,55.36,9.3,1
33.85,82.33,86.63,84.2,5.22,1
24.95,89.34,7.73,51.0,9.14,0
4.83,89.93,54.23,50.26,5.27,0
24.18,58.09,85.67,55.18,4.13,0
19.66,53.13,71.93,96.68,8.55,1
10.1,81.85,59.88,53.64,7.11,1
1.77,66.86,65.34,80.35,7.61,0
15.26,63.02,68.8,70.86,6.19,0
25.17,56.49,91.45,48.53,8.67,1
13.84,92.97,25.81,82.08,7.05,0
12.98,78.57,82.37,61.9,5.74,1
30.29,91.84,71.03,93.59,8.95,1
30.59,77.84,20.64,40.93,4.85,1
29.03,52.43,80.9,61.67,9.92,1
4.95,60.98,19.15,62.9,7.87,0
21.13,90.86,12.16,76.98,8.08,1
22.75,59.56,53.3,75.05,4.96,0
30.05,95.62,0.06,82.28,6.65,1
36.22,65.99,87.42,98.26,7.77,1
15.39,71.12,31.75,93.27,4.34,0
17.72,83.1,43.28,56.31,8.77,0
29.58,90.0,30.48,59.33,6.26,1
26.84,88.28,81.88,59.94,8.02,1
22.76,90.82,42.22,90.07,6.85,1
14.66,75.48,67.19,40.07,7.7,1
8.62,66.09,17.58,45.65,7.7,0
8.17,60.75,6.0,45.27,9.14,0
4.18,97.96,57.93,50.12,8.12,0
4.17,78.69,54.87,73.24,4.04,1
33.99,98.45,64.18,49.07,5.6,1
15.96,74.67,80.55,88.19,4.7,1
3.37,68.76,37.11,88.86,4.65,1
35.96,80.57,85.53,60.83,5.97,1
9.71,99.66,5.83,52.88,9.85,0
11.46,93.24,14.83,48.63,5.37,0
8.59,70.48,51.23,72.14,8.68,0
38.73,52.15,51.08,69.22,8.11,1
5.39,70.43,45.09,40.36,8.13,0
29.16,87.93,14.29,58.46,7.16,1
37.35,50.09,66.83,70.05,7.72,1
27.05,91.63,38.76,49.16,9.03,1
34.49,63.02,27.61,56.51,8.33,0
10.46,68.31,18.76,84.38,7.24,0
27.28,96.03,89.6,63.09,5.98,1
28.33,68.71,79.52,50.22,4.81,1
18.87,73.91,16.88,87.74,8.64,1
34.95,72.2,1.05,78.18,5.45,0
28.08,68.15,12.27,77.61,6.74,1
35.9,54.07,11.05,44.89,6.93,0
30.37,71.19,76.33,64.59,5.95,1
21.29,74.66,40.77,54.56,6.27,0
20.45,60.92,36.94,75.8,8.11,0
18.7,91.28,43.24,43.37,6.55,1
1.84,74.73,74.26,80.58,9.33,0
21.87,61.93,66.35,75.47,9.58,1
17.5,55.02,72.36,62.97,7.12,1
7.14,78.89,59.19,64.75,5.46,1
5.64,73.93,30.35,67.64,4.56,0
18.52,85.76,29.58,53.81,4.28,0
2.56,99.42,27.22,67.11,8.65,0
39.48,60.02,93.51,64.98,8.54,1
15.75,86.66,11.87,82.76,9.9,0
15.9,71.58,27.76,67.37,8.26,0
2.99,69.77,82.88,72.93,5.54,0
17.64,64.45,98.6,69.05,8.94,0
1.61,67.88,21.74,78.8,4.08,0
2.17,55.89,97.12,58.73,8.44,0
14.22,72.77,73.02,44.01,7.33,0
33.02,79.38,38.21,54.41,8.97,1
18.89,63.98,34.27,83.44,6.39,1
1.58,72.68,86.75,55.16,4.2,0
7.37,73.6,27.77,87.06,9.43,0
29.86,82.98,31.06,59.66,7.9,0
29.79,79.18,2.53,46.07,9.87,1
30.43,97.17,50.66,52.72,7.85,1
14.72,76.3,21.33,82.32,6.71,0
14.74,80.37,99.39,89.9,5.28,1
32.28,76.53,15.24,94.53,4.56,1
16.53,67.26,88.15,66.67,8.12,0
29.36,58.11,14.76,80.75,7.21,1
23.66,50.82,39.63,67.09,8.23,0
15.21,61.1,62.81,76.76,7.88,0
4.12,77.92,91.01,72.37,4.01,0
5.53,51.37,89.23,75.31,8.31,0
35.69,65.89,20.36,44.78,8.29,0
18.64,52.05,17.52,41.83,8.47,0
39.77,84.33,71.83,63.93,4.4,1
15.19,75.67,24.29,77.32,7.69,0
10.75,94.62,95.26,55.71,7.76,1
14.67,81.48,3.11,56.99,8.39,0
14.38,85.2,18.84,92.09,4.58,0
25.86,94.11,11.22,98.64,6.56,1
1.5,94.83,67.57,96.39,6.52,0
30.77,68.44,2.47,67.96,6.15,0
17.24,79.24,55.21,79.67,7.14,1
17.86,70.18,78.01,89.64,4.57,1
19.76,78.32,12.12,85.01,5.51,0
18.52,97.06,14.36,76.46,9.81,1
20.4,99.66,15.7,45.13,4.16,0
14.49,73.59,13.79,45.29,5.29,0
18.68,53.23,74.97,41.36,6.06,0
16.78,98.0,33.82,70.29,5.75,1
21.21,55.92,52.58,85.7,9.61,1
25.31,51.22,2.6,89.94,7.43,0
10.4,84.93,79.67,72.21,6.71,1
20.83,92.45,1.34,51.72,6.19,0
24.19,80.88,96.37,70.14,6.95,1
1.66,79.68,97.12,75.96,4.57,0
21.3,66.43,3.28,65.91,6.81,0
10.33,81.29,7.81,92.18,8.91,0
16.78,91.23,54.7,74.87,6.85,1
33.23,66.34,34.93,82.88,4.95,0
13.72,73.04,63.5,88.54,5.7,1
19.85,82.11,65.38,59.06,4.13,0
1.96,89.08,2.71,73.57,8.39,0
13.04,81.88,22.09,80.71,6.39,0
25.95,57.86,67.32,96.12,4.99,1
13.29,76.49,19.8,73.59,9.6,0
9.03,71.77,4.77,92.74,8.89,0
12.34,82.28,53.77,77.74,4.87,1
38.22,82.3,15.2,47.92,6.23,0
4.39,54.87,89.86,62.65,6.37,0
19.07,56.93,82.82,75.64,9.51,0
3.28,54.38,75.85,72.77,8.99,0
22.01,54.8,83.14,73.03,6.91,1
6.7,76.22,80.04,98.3,5.76,1
25.73,50.14,79.02,70.93,7.83,1
11.31,89.14,99.71,72.4,6.51,0
27.95,78.43,75.21,95.68,4.29,1
14.54,86.05,48.57,51.7,4.75,1
1.16,74.03,67.06,76.71,8.99,0
12.5,95.33,13.58,91.29,9.72,1
4.19,91.14,4.3,53.93,8.69,0
20.31,74.92,28.07,47.96,4.95,0
12.27,62.21,47.58,47.59,8.88,0
25.96,56.32,18.3,96.9,5.07,0
20.5,92.15,77.56,43.74,5.02,0
2.41,83.84,90.3,45.69,6.66,0
13.43,63.26,21.19,51.93,4.71,0
20.07,86.31,74.72,67.48,9.77,1
23.32,65.4,26.16,86.69,6.73,0
5.09,62.74,34.72,45.71,4.54,0
26.35,86.96,26.23,91.38,6.19,1
14.4,86.98,21.18,50.84,5.17,0
8.13,91.19,27.91,96.92,5.97,1
32.41,92.49,36.32,57.31,9.2,0
3.68,77.34,18.86,57.94,4.16,0
37.26,62.9,86.23,46.33,7.83,1
28.54,80.28,5.26,43.84,5.9,0
19.55,64.95,66.82,69.87,6.12,1
1.44,89.64,46.02,91.41,8.96,0
16.21,55.95,54.33,44.7,9.35,0
26.19,66.32,89.85,43.08,8.5,1
34.5,51.9,18.22,65.96,8.28,1
25.09,72.27,26.12,65.18,7.98,0
16.51,57.0,40.63,91.47,5.62,1
18.45,98.63,23.15,50.78,9.8,1
35.06,67.79,79.63,87.43,7.44,1
14.7,89.49,17.34,58.13,6.74,1
3.54,91.43,57.01,42.88,7.26,0
18.26,54.6,5.13,61.84,8.5,0
39.94,83.43,8.36,63.81,4.66,1
15.81,67.21,1.19,77.62,5.53,0
8.53,64.9,59.29,54.96,8.15,0
2.76,87.72,54.54,40.83,4.28,0
7.67,62.71,49.18,48.15,9.13,0
13.64,65.49,29.94,54.84,7.65,0
23.4,87.84,53.01,96.5,9.6,1
26.96,67.48,48.8,56.71,6.45,1
2.67,69.62,65.14,94.1,8.48,0
37.51,87.05,32.97,74.96,6.91,1
10.19,56.92,23.08,58.48,9.66,0
6.81,84.64,72.61,80.48,9.28,0
21.7,66.16,69.77,45.06,5.0,0
27.43,92.21,15.38,89.54,5.63,1
12.98,80.92,72.45,75.11,5.26,1
27.11,50.38,65.86,68.99,6.54,0
12.48,56.61,90.62,70.01,4.38,0
36.18,87.53,70.98,93.35,4.41,1
35.35,60.99,94.87,46.94,7.92,0
3.78,50.85,75.3,51.7,6.22,0
6.87,86.92,8.1,83.32,9.26,0
28.22,83.63,82.73,62.97,7.37,1
1.0,61.16,23.93,58.66,9.01,0
33.05,81.3,69.11,72.2,4.31,1
14.89,81.36,52.33,63.16,7.97,0
30.04,96.97,84.82,80.5,4.21,1
2.73,54.89,9.93,54.75,9.29,0
9.16,58.57,67.14,46.07,6.12,0
3.76,65.11,33.61,52.5,7.43,0
8.01,88.32,29.77,66.47,9.0,0
15.99,73.59,18.4,70.76,8.42,0
20.17,68.41,36.36,77.34,8.46,1
36.73,69.07,0.33,95.68,4.05,1
25.46,75.4,77.05,61.35,7.52,1
28.55,66.25,48.26,90.26,9.41,0
4.2,84.09,74.09,46.04,7.02,0
12.18,51.26,29.82,91.22,7.31,0
39.68,79.89,70.88,47.54,4.29,0
22.86,68.02,66.99,80.3,4.43,1
31.72,73.94,80.74,57.94,7.0,1
2.27,87.65,27.29,99.3,5.86,0
4.28,51.77,97.09,88.27,4.47,0
5.26,60.83,52.61,84.72,4.8,0
1.6,75.57,31.72,70.61,4.55,0
36.96,80.86,46.03,65.07,7.65,1
10.89,59.26,90.98,65.11,6.75,0
39.87,59.75,60.38,47.13,8.5,1
29.79,81.19,64.47,88.7,7.38,1
10.77,86.19,86.23,47.53,4.76,0
39.68,72.5,11.94,55.89,9.67,0
34.87,72.3,31.93,94.12,7.88,1
7.43,70.01,75.46,51.91,6.87,0
8.23,62.62,73.05,53.25,6.58,0
27.53,99.28,98.6,43.95,8.71,1
4.05,81.29,42.71,90.08,4.39,0
23.8,67.81,6.41,64.17,8.96,0
3.6,62.79,66.57,65.5,7.65,0
9.63,62.57,70.56,44.47,4.66,0
37.99,65.87,62.43,93.93,7.87,1
20.44,77.73,57.02,60.85,9.34,0
23.37,79.08,27.79,78.01,6.65,0
11.52,83.09,32.76,63.33,8.56,1
18.16,51.19,94.33,79.64,8.63,1
6.19,78.84,66.03,51.84,7.81,0
21.15,79.07,41.02,43.7,7.69,1
3.1,95.96,73.09,86.41,6.01,1
2.88,61.58,47.65,79.36,5.32,0
27.51,52.17,52.75,64.18,6.16,0
3.14,97.29,91.02,41.86,7.7,0
21.33,78.17,86.22,88.68,8.16,1
11.38,55.2,16.69,92.81,4.06,0
8.32,66.31,65.05,57.39,5.88,0
23.36,69.57,93.7,63.98,7.74,1
12.56,88.4,83.26,93.81,7.23,1
18.8,63.22,37.71,85.43,9.16,0
6.42,97.49,49.68,86.2,9.64,1
5.93,78.62,75.02,60.8,8.15,0
5.15,54.76,92.23,89.42,8.27,1
3.79,75.38,58.87,55.95,6.11,0
22.59,79.19,33.99,57.93,4.33,1
30.48,97.94,47.41,75.42,9.11,1
31.9,95.61,86.8,51.98,4.67,1
38.36,97.03,55.28,44.28,4.59,1
7.57,82.35,41.23,64.21,9.71,0
6.29,82.14,44.74,71.98,9.07,0
19.33,84.23,19.43,50.4,6.32,0
34.58,52.45,68.13,93.85,7.41,1
30.92,63.22,36.12,45.92,6.57,1
22.77,62.73,33.51,77.87,7.89,0
7.11,89.06,80.8,90.89,6.15,0
16.26,58.53,57.78,71.95,6.06,0
29.05,87.19,54.71,88.22,6.83,1
15.56,70.9,19.38,87.92,7.04,0
2.53,63.55,77.99,60.24,5.08,0
23.77,95.19,89.46,89.98,5.29,1
29.09,65.11,48.24,76.77,5.38,1
28.88,88.67,95.23,96.94,6.52,1
7.43,87.91,54.82,58.14,9.61,0
14.1,68.82,20.84,41.78,5.53,0
16.96,66.3,3.93,85.46,8.92,0
17.4,50.18,71.8,47.12,6.16,0
5.45,73.15,40.94,84.57,6.47,0
16.04,58.88,86.32,51.17,4.75,0
20.76,50.54,75.02,78.45,5.52,0
28.71,80.79,24.37,61.64,7.36,1
23.21,56.28,30.23,91.55,7.09,0
16.79,65.31,8.69,52.8,6.06,0
37.18,85.72,71.95,48.56,7.35,1
24.33,87.25,81.86,57.68,9.99,1
39.02,97.6,48.07,86.33,9.11,1
34.83,95.41,61.63,69.01,4.26,1
27.27,75.76,19.38,45.24,8.01,0
36.07,97.28,96.62,50.62,7.49,1
39.66,67.12,31.79,44.85,8.23,1
9.61,77.53,73.82,70.91,4.27,1
27.95,77.21,55.43,70.49,5.47,1
36.83,51.11,57.89,56.35,4.36,0
1.68,51.77,97.69,42.46,8.11,0
32.18,61.9,96.1,83.46,4.69,1
4.49,96.56,26.13,45.14,9.92,0
36.75,95.21,63.75,73.45,8.71,1
24.87,81.83,17.61,78.98,7.77,1
7.32,53.33,75.56,95.8,5.31,0
2.54,97.63,59.87,98.55,4.5,1
33.29,53.3,92.18,76.16,6.65,1
6.44,75.28,68.94,54.66,9.09,0
37.64,81.02,48.36,99.95,8.42,1
4.54,85.49,29.25,73.99,7.06,0
33.68,96.28,16.41,49.85,7.83,1
17.52,67.18,25.45,91.98,9.21,1
35.04,68.7,81.74,69.38,5.15,1
30.97,77.17,93.53,88.52,5.13,1
34.26,62.47,84.95,53.53,9.74,1
19.34,77.4,82.38,93.86,7.36,1
28.84,67.4,31.51,69.68,9.9,0
13.43,96.46,63.96,70.78,8.06,1
2.84,65.4,56.6,76.24,9.83,0
10.06,81.7,79.03,78.16,4.61,1
1.05,69.28,66.79,43.78,5.07,0
15.16,99.29,1.96,51.03,7.18,1
20.26,94.59,61.4,88.28,7.35,1
1.76,65.9,6.65,46.45,7.62,0
1.3,50.28,65.83,53.73,9.96,0
27.77,64.81,32.95,70.72,7.42,1
4.92,74.68,75.27,87.36,9.3,0
3.88,66.82,63.41,50.33,9.89,0
20.33,82.93,55.2,78.76,9.7,0
29.01,66.58,82.82,60.58,4.43,1
39.11,66.41,48.36,60.49,5.07,0
12.52,94.8,89.1,45.69,4.36,1
5.58,64.54,83.89,76.81,7.91,0
3.67,79.61,5.77,82.7,6.95,0
9.09,76.02,89.49,51.17,5.38,0
4.9,62.95,62.07,58.14,4.13,0
1.13,57.49,96.5,87.54,7.01,0
12.12,67.71,73.17,99.2,7.72,1
7.4,65.94,78.83,43.03,9.0,1
1.71,67.98,53.86,69.72,9.62,0
14.83,90.64,96.49,69.28,8.04,1
33.21,76.68,70.39,75.19,6.51,1
12.84,98.69,41.93,64.32,5.01,0
28.69,65.12,6.9,49.29,8.28,0
29.42,62.4,97.79,64.29,5.71,1
2.0,52.19,88.18,64.27,5.41,0
38.51,93.14,63.66,77.26,6.23,1
6.42,73.89,55.19,86.03,8.94,0
28.98,64.79,60.94,96.3,7.46,1
15.8,51.4,87.51,95.67,7.91,1
34.86,81.15,92.4,41.37,5.87,1
39.8,64.92,29.12,45.4,4.43,0
8.54,82.56,30.38,74.67,6.33,0
32.96,55.6,4.88,62.45,7.78,0
20.71,75.9,99.04,58.89,7.94,1
38.65,56.85,96.53,66.41,8.04,1
26.67,82.71,78.62,90.91,5.98,1
24.14,86.82,44.34,56.43,9.19,0
9.95,90.07,56.99,88.5,8.87,1
29.03,89.66,77.41,57.49,5.96,1
12.24,93.89,22.16,48.22,4.77,0
33.98,93.09,21.85,59.46,6.47,1
39.11,90.51,56.18,88.03,8.31,1
1.3,62.47,67.77,57.64,7.23,0
38.23,93.78,51.11,61.58,7.12,1
14.98,74.29,30.17,54.58,8.54,0
20.04,56.76,38.9,64.04,5.1,0
37.04,90.48,58.73,71.21,7.37,1
31.26,90.52,5.94,79.57,9.2,1
10.49,71.92,97.66,75.44,7.11,1
4.78,85.68,97.15,55.11,5.44,0
33.81,55.4,84.3,71.05,8.74,0
30.14,56.08,36.62,43.17,8.32,0
34.48,69.92,66.77,66.24,7.85,1
15.98,61.83,64.3,49.43,4.89,0
20.19,93.26,40.88,49.58,8.85,1
19.14,93.23,88.1,90.18,4.41,1
13.27,57.0,55.28,94.11,8.45,1
14.09,65.55,3.78,92.59,7.33,0
29.03,72.53,29.81,84.16,7.71,1
30.37,56.17,74.37,82.36,9.0,1
34.69,55.97,85.44,63.01,7.61,1
33.95,73.73,61.21,77.73,8.33,1
30.4,80.36,65.8,98.78,9.02,1
13.98,58.43,78.4,79.22,5.24,0
28.69,57.67,42.32,97.97,9.77,0
38.93,84.98,13.85,54.59,7.19,0
36.73,95.83,29.4,85.94,6.8,1
38.89,50.06,49.1,72.41,7.85,1
2.41,88.26,70.96,87.97,9.84,0
24.85,50.55,36.96,61.84,4.69,0
9.4,97.05,23.65,45.97,8.22,1
10.62,67.36,42.12,74.55,7.62,0
33.92,88.47,80.61,81.05,7.26,1
30.26,76.13,62.66,44.68,7.55,1
13.82,68.42,47.68,88.16,4.76,0
21.28,69.32,27.18,60.88,6.23,0
8.34,84.28,26.24,57.63,4.29,0
1.15,94.15,24.23,92.39,5.66,0
36.1,90.41,59.37,49.07,6.45,1
28.68,67.23,12.3,46.51,6.81,0
21.62,88.12,80.71,71.31,5.61,1
3.11,58.47,48.01,51.0,9.46,0
17.41,50.05,96.05,74.71,4.16,0
15.82,84.46,24.31,78.07,6.47,1
7.69,54.21,67.7,82.25,4.17,0
7.09,70.19,37.71,85.74,7.39,0
7.75,90.95,98.12,71.97,4.41,1
24.28,69.23,62.99,83.33,9.41,1
5.86,52.64,68.75,71.33,9.95,0
10.3,50.9,14.15,81.65,9.81,0
37.9,95.36,36.3,59.74,4.32,1
9.56,90.97,71.45,40.09,5.71,0
30.79,82.7,33.18,42.32,8.5,1
24.32,50.42,77.59,90.06,7.31,0
17.11,88.21,73.21,85.93,7.87,1
24.22,71.62,9.56,66.94,9.57,0
6.21,54.15,12.25,98.22,6.71,0
19.88,87.78,12.49,76.72,4.92,0
38.91,84.68,3.24,93.91,6.83,1
